uniqueID,drugName,condition,review,rating,date,usefulCount
205606,Pristiq,Depression,"""While Pristiq does work great. I wish my doctor would have warned me about how hard it would be to get off of this medicine. I am in my mid 20's and my doctor was aware that I wanted to get pregnant in the future. I have had issues with seasonal depression and taken different anti-depressants for a 5-6 months in the past. Pristiq has been a nightmare to get off of. I have reduced the dosage as my doctor has said so that I can get pregnant in the future. But I have had horrible vomiting episodes, confusion, brain zaps, terrible muscle pain, sharp shooting pain throughout my body. Feeling disconnected. I still have not been able to get off this medicine. I wish you all the best.""",4,2011-11-16,9
194284,Nebivolol,High Blood Pressure,"""I was placed on Bystolic and Flecainade to control atrial flutter. It took three weeks for this combination to work but it did and my heart rhythms became stable and stayed that way. I later had an ablation, which cured my Atrial flutter and Atrial fibrillation. I experienced several of the common side effects: low libido, near impotence, and chronic diarrhea, which has resisted all efforts to correct. 

Recently I decided to discontinue it and did so. Pulse went from 70 to mid-80's and blood pressure crept up so did a taper per the literature. After being off it for a week, pulse rates as high as low 90s, blood pressure going up daily to 140's. Have started taking it again. 

This medicine is quite difficult to get off. Keep this in mind when considering whether to take it.""",6,2009-07-11,64
118472,Fetzima,Depression,"""I threw up a few hours after taking this. I discontinued immediately.""",1,2015-01-17,29
121500,Venlafaxine,Depression,"""I've been on depression and anxiety medicine my whole life. I've dealt with some crappy medications EFFEXOR was by far the worst thing ever. I'm a 20 year old college student so I need to always be motivated. This medicine has caused everything in my life to go down hill. My grades are falling, I'm constantly angry, and feel sick and not wanting to eat. I LOVE TO EAT so this concerned me very much. And today I wasn't able to get my pills refilled in time, because I've been ridiculously lazy. So now I'm going through the flu symptoms that come along with this medication if you don't take it. I feel like balling my eyes out. Because every move I make right now makes me feel like I'm going to throw up. Don't take this medication. It's not worth it.""",1,2015-12-01,15
32415,Lisinopril,High Blood Pressure,"""I started taking 10mg Lisinopril 5 years ago. It worked to lower my HBP along w/ 100mg Metoprolol (110/70), and I only had a very minor cough. BUT I finally figured out after 5 years that it caused all of my MAJOR stomach issues over this time. We couldn't figure it out, so I gave up and cut a ton of foods out of my diet, which was miserable. I was switched to Losartan and my stomach issues went away OVERNIGHT and I'm able to eat like a normal person again. Lisinopril inflamed my GI tract and caused it to hurt constantly. I found out this could be called ""intestinal angioedema"" but my doctors are skeptical. It lowered my blood pressure, but I'm glad to be off of it and on something else that works just as well w/out side effects.""",4,2015-05-02,49
112736,Exforge,High Blood Pressure,"""I have taken many antihypertensive medications with an array of side effects none of which any of the 3 doctors I've seen discussed with me. Pseudo lupus is common with Exforge. Cough, bronchospasms, cold symptoms,sweating, feel exhausted, tired""",5,2009-10-13,33
11704,Trulicity,"Diabetes, Type 2","""Why is this medication even approved to give to anyone?!  Oh yah, so the drug companies can get rich.  1 dose of this medication, I had severe diarrhea, vomiting for a week!  STAY AWAY FROM THIS MEDICATION. Doctor does not care about side effects.  Uuuuuuuuggggg!""",1,2017-04-05,15
74620,Wellbutrin SR,Depression,"""This medicine has been the best at treating my depression. I've tried Prozac, Pristiq, Effexor and Trintellix and Wellbutrin's stimulating properties are what have made this drug so effective for me. Every other antidepressant I've been on has made me feel drugged, zoned out and tired. Probably the best out of all the other antidepressants I tried was Effexor, but even then it triggered what I know believe to have been manic episodes. 



Sad thing is that this drug is no longer effective for me after 3 years.""",9,2017-05-02,23
183671,Cymbalta,Depression,"""Cymbalta helped my depression slightly, but my vision deteriorated and it caused profuse sweating""",4,2009-08-11,24
186056,Desvenlafaxine,Depression,"""This is day two for me taking the medicine, and already my face has broke, I'm very tired, and I feel anxious at times and like crying at others. I don't like it. I'm going back to latunda""",2,2015-12-09,12
65094,Hydrochlorothiazide,High Blood Pressure,"""I just started taking this medicine about a week ago.  I'm 34 years old, healthy, active, and we believe my high blood pressure is attributed to genetics.  I was adopted, so I am unsure whether or not I have a biological history of hbp.  After a year or monitoring my bp, I finally decided that I needed to see the doc about it.  He originally prescribed me Lisinopril, in which I became lightheaded and dizzy, so he switched me to HCTZ starting off at 6.25mg(dividing the 12.5mg dosage).  The day after I took my first dose, my bp had already went down to normal levels.  I was amazed.  I really didn't experience anything else other than going to the bathroom more often, which isn't too inconvenient for me.  But now I'm beginning to feel lazy.""",7,2016-05-02,37
178886,Victoza,"Diabetes, Type 2","""Love this medicine!  No side effects for me.  Anyone having obesity issues which USUALLY means you will end up as a diabetic, should give this medicine a try.  It will change your life for the better.""",10,2012-12-09,41
64642,Sertraline,Depression,"""I just started Zoloft 2 weeks ago and have noticed an immense change in how I've been feeling. I used to be very sad and anxious about my relationship that ended badly, and I would binge eat lots of bread and bagels. Since taking it, I've had this new outlook on life.... I've been content with everything. A simple inner peace. I used to be obsessive about my weight (combined with the binge eating, it was a messy combination.) but since then I've been able to eat balanced and not even weigh myself (used to weigh myself compulsively) I've had greater self confidence and wake up every morning excited for my day. I no longer have the crazy anxieties I used to about getting crazy life threatening illnesses. zoloft has been incredible for me.""",10,2015-11-28,79
212040,Lamotrigine,Depression,"""I have major depression and was prescribed Lamictal along with the Abilify and Wellbutrin that I was already taking.  I was surprised because Lamictal is usually given to bipolar people and I'm absolutely not bipolar, but it has really helped me.  The only side effect I noticed is a tendency to break out a little more (not THE RASH).  No weight gain (weight gain is an issue with so many other depression meds) and no other problems.""",10,2015-05-30,81
197527,Paroxetine,Depression,"""Been on paroxetine for 10 weeks and still no change. Still suicidal. I also have bi-polar disorder and anxiety issues.""",1,2009-03-16,1
156527,Dulaglutide,"Diabetes, Type 2","""I tried to get through the awful side effects but am throwing in towel after a month. Horrible abdomen pain, gas, nausea are just too much. I don’t tolerate metformin well also. Will try Junuvia next.""",1,2017-12-06,1
210566,Maxzide,High Blood Pressure,"""I started using Maxzide 15 years ago and it reduced my blood pressure which was between 135 and 160 to less than 130. I am now 71 and another medicine has been added. But 15 years on side effects and all was well.""",9,2013-07-12,38
224708,Bupropion,Depression,"""Wellbutrion (bupropion) has been in my life for quite the number of years.  Many of the others I tried had side effects not worth living with.  My dosage is maxed at 450mg daily.  It is my wife that first notices if I miss a dosage (my regularity is terrible - memory) ; if it's a couple of days or so, I can't even live with myself.
The drug is being taken in combination with: lamotrigine, fluvoxamine, klonopin.  There are still days that I am completely worthless - there is no energy or motivation to do anything: my lungs and heart have to remind to get back in gear!  There is also a ""fog"" that seems to impress itself on my thoughts and concentration.  On the flip side I can't stand myself without them, more importantly neither can my wife.""",8,2017-04-16,7
140731,Escitalopram,Depression,"""was on this for 4 months for anxiety and depression. I found it awful. Depression worsened within the first month. Increased risk of self harming and urge like I never had. Restless legs for the first week while I tried to sleep and awful insomnia. Felt like a shell of who I was, impaired thinking and felt a heavy feeling in my head. Felt so much better when I came off it, worst thing I ever have done was go on this medication. Doctors hand them out now like sweets without people really knowing the risks/side effects. I understand they work for some people however this drug does not work for everyone, as stated on the info.""",1,2016-08-04,13
194200,Nebivolol,High Blood Pressure,"""I was on metoprolol 100 for about 1 year it caused anxiety, heart palpitations, dizziness, tiredness a general ill/ bad feeling. My doctor finally offered new medicines and the Bystolic 10mg is the best thing that could have happened for me. I was nervous at first because of my experience with other beta blockers, honestly apart from taking it every morning, I forget I have a condition. No side effects! When I was researching Bystolic I found bad reviews but after using it for 3 months now, I had to leave positive remarks. What a great medicine. """,10,2013-10-14,123
81663,Liraglutide,"Diabetes, Type 2","""Did well on the 1.2 dose but the 1.8 dose gave me significant side effects and they are just getting worse.  I had to have prescription medication for vomiting. Side effects include, nausea, vomiting, indigestion, sore throat,  tiredness,  diarrhea, dizziness. It has been almost a month at 1.8 and I feel horrible.  The side effects outweigh the benefits in my case. I will have to go back to the 1.2 dose and try to increase it by .1 every week.""",5,2017-06-17,10
93434,Vortioxetine,Depression,"""I started taking 10mg .. and have been on it for 3 months.. Other than the being sick to my stomach..was the only side effect I had. I then started taking it at night so that I could sleep through it and it worked.. The crying and no motivation, isolating myself.. and just letting the world go by, fits of anger and yelling stopped..( my son was happy with that),,, Sadly I lost my insurance and cannot afford to pay the 300 plus a month for this medicine. And have been off it for 2 weeks now.. I am right back at square one.. With crying, and all that goes along with it... Some days I feel like I just want to give up.""",10,2015-02-21,90
201181,Zoloft,Depression,"""I've been in Zoloft for 2 months for depression, anxiety. The reason I don't give it top grades is because I don't have anything else to compare it to. Started 1 week on 25mg and then moved to 50mg the first two/three weeks the side effects were the same people describe, headache, tiredness, stomach issues, death thoughts,  lack of appetite, after that  the first sign was no more tears, less anxiety for eating my emotions went away, social anxiety too, fear & death gone too.  Calmness, ability to focus on the now, lower PMS, ability to focus & interact. Some days are still hard but takes less for me to cope with them.  I didn't know  life could feel this way. (Side effects Lower sex drive & return of big appetite and weight gain)""",8,2016-11-05,47
195913,Levomilnacipran,Depression,"""Only was able to take this for two days. Second day I felt just awful. Similar to Wellbutrin. I don't think my body can handle norepinephrine increase. I also got painful urination that lasted days after I took my last pill... ouch it hurt.""",4,2014-06-01,30
132549,Doxepin,Depression,"""My Dr was unbelievably careless and combined this with another dangerous drug. I nearly died as the result and have contemplated dying well over 100,000 times since.  Any positive review of this drug should be highly skeptical of. This is a very dangerous drug that the manufacturers should stop making it, the sooner the better!""",1,2016-01-14,15
181697,Prozac,Depression,"""I had never taken an antidepressant before. I was recently diagnosed with gastritis and irritable bowel syndrome and have been dealing with many emotional issues for quite a long time before these health problems. The constant nausea from the condition only worsened my mood and outlook on life. I was on Prozac 10mg for exactly a month. After 2 weeks I noticed a HUGE difference in my overall mood and outlook on life, it was wonderful! After 3 1/2 weeks my entire body started to itch; palms of my hands, in between fingers, behind ears, feet, legs, arms, you name it, it itched! Finally talked to my doctor and decided to stop Prozac and start Paxil. I hate that I had to switch, and I'm not too excited about it. Hope this time is a charm.""",8,2011-07-17,13
7803,Xanax,Depression,"""Xanax is one of the best medicines ever made to help depression and anxiety. They shouldn't be so hard to get prescribed though. They are a wonderful medicine that makes you happy even when you have major problems. If everyone took Xanax it would be the happiest country in the world.""",10,2011-06-14,108
169045,Vilazodone,Depression,"""I have had anxiety attacks and depression on and off my whole life and when I started this medicine it was like a 180 on my mood issues. Sounds funny but it made the whole world beautiful for me again. I have been on it for about 6 months now and ABSOLUTELY LOVE THIS MEDICIAN, however I have had sleeping troubles here lately and am experiencing vivid dreaming to the point that when I awake I am disoriented and my sluggish/somber mood is creeping back in. I have good and bad days- I'm thinking that it is from lack of sleep because of the constant dreaming, so I am now taking Xanax at night and it has helped that problem a lot.""",9,2012-02-16,34
161758,Remeron,Depression,"""I'm taking it for 5 weeks now. Maybe makes me feel better. I'm not sure if it's from Remeron or Acupuncture therapy and homeopathic drugs that I'm on or a combination of both. 
The only side effect that bothers me is that I can't easily get out of the bed in the morning. I'm waking up but I do not want to get out of bed...Very strange thing?""",8,2010-01-25,58
89301,Celexa,Depression,"""2 yrs ago my oldest daughter was murdered and then this year I went through a divorce. My youngest daughter lost her job and moved in. I'm on disability and mounting stress was huge. I also am also in chronic pain due to degenerative disc disease. Finely I went to my Dr and said I give in.  She put me on 10 mg of this med and first 2 wks I slept all the time but now I'm noticing a change and feel a little more level. Anxiety is still here but not as bad.. I do suffer headaches and sleep long and hard and have a huge increased appetite ugh.... But overall I'm feeling better and more positive .  Glad I gave it a chance.""",7,2015-12-09,26
225576,Bupropion,Depression,"""I felt it working in a couple of days and I felt great! The depression lifted and I felt so much more energy, no more crying and actually wanted to do things! There is depression that runs in my family and I also feel like it happens more seasonally in the winter. However, after a week of taking it, I developed an allergic reaction and broke out in hives on my legs. This is the first allergy I've ever had!  Had to stop taking it due to the reaction and now I've been put on Pristiq...we will see how things go.""",3,2014-01-30,39
184899,Canagliflozin,"Diabetes, Type 2","""I was prescribed Invokana for high glucose (Prediabetes), not diabetic yet.  I have been on the medicine a little over a month.  I developed a yeast infection and my hair is shedding a lot--handfuls at a time. Dermatologist said it would shed for up to 10 more weeks. What a horrible side effect that is not mentioned anywhere!  I stopped taking the medicine.""",1,2014-09-08,84
34362,Bystolic,High Blood Pressure,"""I experienced several side effects, including vision change, hoarseness, insomnia, terrible dry mouth, headaches (Migraine) to name a few, but my blood pressure did go to normal. I had to try something else.""",2,2011-10-03,39
224922,Bupropion,Depression,"""Wellbutrin works well for the type of depression recently crippling me.  That 'I Don't Want to Get Out of Bed and Face Yet Another Horrible Day -- I Just Want to Give Up' type of depression. Wellbutrin, for me, erases those bad feelings and does so very quickly. Within 4 hours of my first dose my confidence came surging back. The rapidity of action is due to the unique way it works; it isn't the typical antidepressant.



Wellbutrin has side effects, but none harsh enough to stop me from taking it regular. The side effects I experience is (a.) a tense feeling (physically), and (b.) kind of a 'chemical taste' in my mouth. But, there's no blurred vision, no zombie feeling and no terribly dry mouth. The payoff is worth it.""",8,2016-11-08,7
178926,Victoza,"Diabetes, Type 2","""I did lose a few pounds when I started Victoza. after about 4 months of being on it, my bloodwork for my kidneys is screwed up. Stopped taking Ibuprofen  and increased my water intake and 2 weeks later my bloodwork is still screwed up. Dr. wants me to stop taking the Metformin. I think it is the Victoza screwing up my kidneys""",7,2013-10-31,18
66833,Seroquel,Depression,"""I have been taking 150MGx2 along with 10MG of Lexapro to help with chronic depression. Due to divorce this summer, I told my Dr I was feeling more depressed and he raised my dose of Seroquel to 200x2 at bed time. I am a teacher and the last 2 days I have not been able to get up. I start to get dressed and wake up hours later standing at the mirror with a toothbrush in my hand. Lucky for me we don't have students yet but I am terrified I will continue oversleeping and miss my classes. Also, I am having muscle spasms in my right hand, dropping things I am holding, throwing eggs across the room. The only change in my routine is the bump up in dose so the problem has got to be that. """,2,2012-08-23,23
11915,Trulicity,"Diabetes, Type 2","""I have had good blood glucose control since starting Trulicity two weeks ago. The first four days, I had gradually diminishing minor nausea. Dramatic decline in appetite, resulting in good weight loss results. No other digestive problems.""",8,2015-06-03,17
179329,Olanzapine,Depression,"""Zyprexa has been a wonder drug for me. After 10 years of serious depression and Bipolar 1 disorder and several different meds this medication saved my life. After 9 hospitalizations and 2 suicide attempts I was put on 10 mg. of  Zyprexa and have been stable for 3 years. This medicine has been a Godsend!""",10,2013-10-28,75
214983,Fluoxetine / olanzapine,Depression,"""This medicine is wonderful so far and only been on it for 4 days. I already see improvements. I gave it a nine so far because I am still having some brain fog and headaches but hopefully that will go away. I have tried numerous medicines for major depression that has been going on 9 months with no relief. Well this has totally helped. I just hope things keep getting better.""",9,2013-09-26,29
168864,Vilazodone,Depression,"""Got up to 40 grams of Viibryd, and finally started to feel good!  (Been on many anti-depressants over the past 35 years).  Last week I had the worst, scariest breakdown, almost uncontrollable anger, sobbing, insomnia and extreme fatigue, body aches and my nerve pain was off the chart.  Today my doctor reduced Viibryd to 20, hoping that will stabilize me, along with my Buspar and Xanax. Now let's see what this week brings.  Oh, I also have Multiple Sclerosis, diabetes, heart issues & arthritis.""",7,2013-06-17,49
28297,Lexapro,Depression,"""I am taking Lexapro for depression and bulimia. The first week of taking Lexapro my doctor had me on 10mg. Didn't have any negative or positive side effects. I was then bumped up to 20mg. After taking one of the 20mg, the next day my vision was very blurry. It was also getting difficult for me to urinate. (Didn't hurt, but felt like I needed to go ALL the time) I talked to my doctor and she didn't think Lexapro had anything to do with my vision so went back down to 10mg for a week. No negative side effects so went back to 20mg (hoping my body got use to it). No blurry vision this time, but it was still difficult to urinate. The doctor had me get off of it and not even 3 days later I was back to ""normal"" when it came to using the restroom. Depression was better though. Bulimia..no effect.""",7,2014-09-11,25
178820,Victoza,"Diabetes, Type 2","""I've been in victoza for 18 days started with 1.8 since day 1, I was a little weak and constipated for the first 3 days but after that I started to feel good again, so now I only eat 3 little meals a day and I've lost 6 pounds so far from 202 to 196.""",10,2015-04-26,56
201898,Sitagliptin,"Diabetes, Type 2","""Side effects were awful.""",1,2015-06-08,31
231667,Trazodone,Depression,"""My Dr. prescribed trazadone for ptsd and depression. I haven't had  a good nights sleep due to my mind racing and thinking of my past. I have noticed I've been able to sleep and wake up in a good mood and feel well rested , I've even enrolled in college and doing great in my classes.Looking forward to the future :) I don't have insurance but my provider is paying for my medication.""",7,2015-09-04,120
197752,Desvenlafaxine,Depression,"""Excellent Medicine. No side effects. I feel like my old self once again after many trials of other medicines.""",8,2008-06-24,2
205692,Pristiq,Depression,"""Took Lexapro for 5 years, gained 30 lbs (am very active), fell asleep at stop signs, very lethargic. Finally spoke with people who had had same effects, weaned off.  Terrible crash, lost 15 lbs.  Started Wellbutirn, had energy, which was wonderful, rages were awful.  I have started Pristiq with Wellbutrin wean; Pristiq 1 day, Wellbutrin the next for a week, then 2:1, 3:1, etc.  I am optimistic.  I feel better just addressing the problem and relieved to find some help.  Am raising 3 children and want better for them.  Worth mentioning, abrupt change of any medicines can cause withdrawal symptoms.  Beware and make sure that you read the signs.  Headache, nausea, mood swings, sweats, appetite loss etc. """,3,2010-11-04,9
168963,Vilazodone,Depression,"""This has worked great for me! After battling depression and other things for years its nice to feel some relief. I%u2019ve tried 3 other kinds of medicines and it hasn%u2019t worked at all. Its still new but I recommend it for people who are manic depressant. It works great with Abilify!""",10,2012-09-10,10
92970,Vortioxetine,Depression,"""Ok so I cant really rate it yet based on how well its working because its really only my 4th day, (technically 2nd, because I cut in half 5mg the past 2 days and have been taking 2.5 till I was confident enough to take the full 5) I was extremely scared of side effects especially the nausea and vomiting that I read so much about because I have a very sensitive stomach and most medicines make me sick, so far I have not had ANY nausea with this medicine - although I'm only on 5mg. I have taken it with a meal every time! I am optimistic that this will help my anxiety, I may increase to 10mg in a few weeks if I feel no difference with the 5. However do not let these reviews scare you! Every person is different!""",7,2017-01-04,17
42417,Atenolol,High Blood Pressure,"""I have been taking it for several years and has worked pretty well to keep blood pressure down to below 140/70. Just recently my blood pressure has gone up to average 150/80 so will also be taking a diuretic, Hydrochlorothiazide.""",9,2008-05-12,51
95268,Guanfacine,High Blood Pressure,"""This medication makes me feel very weak no matter what time of the day I take it. I would not recommend it for anxiety seeing as you have to take it every day in order for it to lower blood pressure and make stressful situations more bearable instead of taking it as needed.""",5,2009-11-15,22
140465,Escitalopram,Depression,"""I ended up on Escitalopram about 2-3 years ago because the previous med (Effexor XR) was causing steady weight gain I just couldn't manage anymore (50+ lbs. in 9 months). And this has hands down been the best med I've ever been on. It doesn't seem to affect my weight at all, and I feel completely ""normal"" for possibly the first time since childhood (about 30 years ago). I'm on 20mg, as 10mg just wasn't quite cutting it, and my doctor also later added Buspirone to help with some lingering anxiety. I found Effexor to be generally more effective for anxiety, and Lexapro more effective for Depression, so I think this Escitalopram/Buspirone combo works well for me.""",10,2017-05-21,37
171673,Wellbutrin,Depression,"""It didn't work for me, I had a very bad anxiety attack with thoughts of suicide and had to stop it.""",1,2009-12-08,41
94249,Trintellix,Depression,"""I switched from Zoloft due to fogginess at higher doses.  As others have mentioned, the nausea and dizziness were definitely difficult for me when I first started Brintellix.  At the same time,  I could tell this was working for my depression.  I was so grateful for the antidepressant effects.  I cut back from 10 mg. to 5 m.g. (half a pill) for a couple of weeks and the nausea began to subside.  I went back up to 10 mg. and now nausea is only an occasional problem.  My doc said to make sure to take it with food, which I do in the morning.  I know others take it at night.  The nausea was indeed difficult, but I am so glad I stuck with it.  For me, it is a very effective antidepressant.""",9,2015-05-14,79
64781,Sertraline,Depression,"""Was put on this last year after a bad break up which caused my low level functioning depression to turn into a near breakdown. First couple of weeks were so rough, very anxious and weepy, agitated and impossible to relax. After that I can honestly say it resulted in the best year of my life. I was relaxed and happy, and realised I'd been anxious for years which was probably causing the depression. I even went to a festival alone and had an amazing time, which would have been impossible before. I came travelling to australia in February and came off the meds without speaking to my doctor, because I thought I was 'better'. I didn't realise how much they were doing for me, and in the last five months I have got worse. Started again today.""",9,2015-07-02,55
75650,L-methylfolate,Depression,"""This is a great add-on medication for depression. I am compound heterozygous for the C677T and A1298C MTHFR mutations. I was taking Celexa and Wellbutrin and still having frequent depressive episodes when I first started taking the Deplin. After about a month on Deplin, I weaned off the Wellbutrin. We later lowered my dosage of Celexa too. I did try to wean off Celexa completely and use Deplin as mono-therapy, but ran into issues.



I've been taking Celexa 20mg and Deplin 15mg for over a year now and it's still working great!""",9,2014-08-20,112
171484,Wellbutrin,Depression,"""I was in a bad car accident 3 years ago and it tore up my already injured back. At first I relied on Cymbalta and narcotics to get through the pain. The narcotics lifted my mood and the Cymbalta did help with all other pain. Eventually the narcotic I was on (lortab) stopped working all together. I'm not a big fan of opiates for pain relief and would not have taken them had it not been my only choice to feel normal. (I couldnt even sit in my car for more than 15 mins without searing nerve pain).I accidently stumbled on a review that said Wellbutrin also helped with back pain. It has been the best thing that's happened to me. It has replaced both meds and I feel great! Cymbalta was horrible to come off of, Lortab not so much but think I was just lucky.""",10,2014-06-22,88
183389,Cymbalta,Depression,"""I have been on Cymbalta for 4 months.  I have had a multitude of side-effects with this medication including irritability, moodiness, respiratory problems, gastrointestinal bleeding (just to name a few).""",1,2011-12-21,13
163694,Mirtazapine,Depression,"""So far I haven't seen anyone on here that's been on Remeron/Mirtazapine 45mg at night for more than 6 years. I've been on it for 11 years. I was put on this medicine in 2002 after my daughter was born. To save all the details my physical and mental health went out to rest somewhere leaving me in a body and mind that didn't belong to me. They tried me on every medicine available and nothing worked. The negative long term of this has been: weight gain, dizzy sometimes, dehydration and laziness. The positive is it gave me my life back. I like others here have found it's notorious for appetite. I could eat sugar right out of the bowl. I have had to make myself be more disciplined in my eating and exercise. I combat dehydration by keeping a cup of water with ice in it filled and drink on it all during the day. I am also moving into menopause so have to be very careful. I've heard some talk about the nightmares. Yep, have them too but only if I eat sugar before bed. Lay off the food 4 hours before you go to bed and it will get rid of those monsters under your bed. I have post traumatic stress disorder and that causes most of my nightmares. Still my sleep is awesome. I still have some anxiety from time to time but use Klonopin 0.5 to cut the edge off only when needed. I tried going off about 5 years ago and after about 3 days I couldn't sleep, think, or operate at any type of normalcy. I will have to add I also gained a concentration level I never had before. I went from a school drop out that couldn't learn to a 3.9 GPA (40 year old) who loves to read and learn! Compared to all the other stuff out there (and their side effects) I would have to say Remeron has proven to be the very best antidepressant I've ever taken.""",9,2013-01-27,81
159657,Hydrochlorothiazide / lisinopril,High Blood Pressure,"""It works great for blood pressure but there is a tickle cough associated with it.""",5,2009-01-06,60
186404,Desvenlafaxine,Depression,"""This medicine is a miracle. I've tried Prozac, Effexor and Wellbutrin. Since I've been on Pristiq, I no longer feel sad and cry the way I used to! I'm finally happy! I thank Pristiq for this! The sadness seems to creep back in however when I've missed a dose, so its imperative that dosing remains consistent. I've found taking it in the morning is best as it does cause sleeplessness. Other side effects I've noticed are; constipation, loss of appetite and substantial weight loss. After reading a few reviews, I laughed as I read another Pristiq user describe how they now ""ramble on and on"" when talking to someone! I too, do the same thing! I so glad to know it may be a side effect of Pristiq! Take note my dear family! Perhaps I'm really not a ""wingnut"" after-all.""",10,2011-08-31,20
181639,Prozac,Depression,"""I was put on Prozac after 3 months of Cymbalta failed to have an affect, and a brief and terrifying experience with Geodon. At first it pretty much numbed all of my emotions up, which, after feeling completely crazy on Geodon, was a very welcome experience. Eventually this neutral state of mind began to even out after about 9 months, and I was finally able to start enjoying life again. After two years, I was able to stop taking medication completely. This pill saved my life.""",10,2013-09-05,77
168589,Vilazodone,Depression,"""I have taken many antidepressants over the past 20 years (Lexapro, Effexor, Wellbutrin, Remeron) and Viibryd is the best I have taken.  I loved Lexapro and took it for 15 years before it finally lost its effectiveness and I didn't think I'd find anything better, but Viibryd is as good as Lexapro for me without the negative side sexual effects.  

The one caveat is that unlike the previous SSRI's I have to take Viibryd in the morning rather than at night or I get terrible insomnia.  With my dose in the morning I now have literally no noticible side effects and my mood, motivation, and motivation for things are all elevated.

Like any antidepressant there are negative side effects the first 2-4 weeks but those go away so hang in there!""",9,2017-09-14,18
65081,Hydrochlorothiazide,High Blood Pressure,"""Have increased weight gain and strange very noticeable abdominal swelling/bulging. Not normal for me.""",1,2016-12-21,35
159334,Januvia,"Diabetes, Type 2","""Been taking Januvia for almost 2 wks .... almost instantly had difficulty breathing, rapid heart beat and coughing. I have more energy but i don't  like the side effects.

i have a hard time talking bc I'm constantly coughing and thats not good especially when you're  a college instructor. Just called my MD to see if there's something else i can try.""",3,2015-08-24,40
225924,Bupropion,Depression,"""So far, my rating for Wellbutrin is 8 out of 10.  I was very depressed in the fall and I'm not in the clear yet, but since starting Wellbutrin two and a half months ago I have improved greatly.  To lessen side effects, my psychiatrist started me with 150 mg before raising the dose to 300 mg after two weeks.  Three weeks after that, my mood took a bit of a downturn, but nothing like before I went on the medication.  Yesterday, therefore, my doctor prescribed the highest possible dose of 450 mg.  I am also trying to sleep and eat well and exercise regularly to help my depression.  I’m not 100% yet but I’m trying to have some faith in this process.  If this doesn't do the trick she'll add another medication in conjunction with Wellbutrin.""",8,2010-01-06,20
156570,Dulaglutide,"Diabetes, Type 2","""Started taking trulicity after my insurance would not pay for bydureon. I have been on it for 6 months. I would off and on get what is called diabetic fatigue. No energy have to rest.. it has become more frequent. . Now accompanied by feeling dizzy and feeling like about to pass out when exerting myself,  also racing heartbeat.  I won't be taking this anymore.  I don't want to feel like that.""",5,2017-03-18,14
120492,Dapagliflozin,"Diabetes, Type 2","""Took Farxiga for 1 to 3 mos, instantly began having recurrent yeast infections.  Even after stopping the medication the infections continue to come frequently.""",5,2016-12-29,12
168885,Vilazodone,Depression,"""I had to taper off my Lexapro while starting this. I did a wk of the 10 mg during that and now I'm on my 2nd wk of 20mg. I'm not having any side effects like others have mentioned, but I'm not seeing any benefit yet either. I just spent 3 hrs yesterday crying, and then alternated that with being angry about everything (torn window screen, broken handle, garage motor quitting-everything was crap!), then I'd sob again. I hope this picks up soon, as does my family! However, I'm also 46 and wonder if some of this is pre-menopause??? Maybe I need to call my Dr. and have the dosage increased now? Otherwise, I see him again in 5 wks. I just don't know, but my Dr has high hopes and praise for this medicine.""",6,2013-03-17,44
225738,Bupropion,Depression,"""I took this medicine for about 6 weeks. I loved the increased energy during the day, the weight loss and decreased desire to smoke!  But it didn't do much to improve my mood and PMDD and I had trouble staying asleep at night.""",7,2012-03-20,22
32599,Lisinopril,High Blood Pressure,"""My blood pressure was running 160 over 115 and I went on this medication.  I've only been on it for 5 days and the incessant coughing is driving me crazy.  Also, I've noticed annoying, weird cramps under my shoulder blades, lower back aches (even though overweight, I've never, ever had back problems) and my thigh and calf and even foot muscles start to seize up when I walk, and I'm a walker, hate to sit down but now I do all the time because I feel so tired.  I'm also unable to sleep and short of breath, which is also uncommon to me.""",4,2009-11-18,93
121931,Venlafaxine,Depression,"""Positive. Have not had a recurrence since taking this medication over five years ago.""",10,2012-09-14,53
205478,Pristiq,Depression,"""I started on 50mg and went up to 100mg. It has been wonderful for stabilizing my moods. I lost my insurance and went off. It was horrible. I was in horrible shape and had to go back on it at full price. I now feel like I am stuck on it. I experience dizziness at times, gained 40 pounds in the 2 years I've been on it.""",9,2013-07-07,43
181701,Prozac,Depression,"""Prozac is an amazing medicine. I was severely depressed and saw no light at the end of the tunnel. My anxieties and depression were slowly killing me. I couldn't eat, sleep, or be still with myself. My doctor prescribed Prozac. First 20mg then 40mg. It took about 30 days before I noticed a big change in mood. My situation never changed, but the way I looked at it did and I felt hope and got a warm feeling. The side effects are manageable. My libido has decreased slightly, but I am still able to achieve orgasm. I have not had any weight gain.  I've been on Prozac for about 8 months now. It's been a life saver for me. I just started CBT counseling with a psychologist so I can learn to think and react differently to/about some things.""",9,2011-06-13,44
55915,Effexor,Depression,"""I have been on Effexor for about 2 years and am now coming off it. I have been taking 75mg once per day. I have gained 80 lbs in the years I have been taking it but since I cut back I have lost ten in about a month. My sex drive has gone from almost every night to maybe twice a month (most of the time my mood had mellowed out).""",7,2011-06-25,11
